entry_time,exit_time,entry_price,exit_price,stop,target,pnl,r_multiple,position
2015-02-25 09:55:00,2015-02-25 09:55:00,,201.9,,,-67.45000000001534,-0.06746513439019303,0
2015-02-25 10:05:00,2015-02-25 10:05:00,,201.85,,,75.75000000001722,0.07579280030960799,0
2015-02-25 10:15:00,2015-02-25 10:15:00,,201.8,,,83.29999999997159,0.08330629986620608,0
2015-02-25 10:25:00,2015-02-25 10:25:00,,201.8,,,0.0,0.0,0
2015-02-25 14:35:00,2015-02-25 14:35:00,,198.8,,,0.0,0.0,0
2015-02-25 14:45:00,2015-02-25 14:45:00,,198.75,,,94.90000000002158,0.09491539936420859,0
2015-02-25 14:55:00,2015-02-25 14:55:00,,198.8,,,197.80000000004497,0.1978266330248795,0
2015-02-25 15:10:00,2015-02-25 15:10:00,,198.9,,,205.8999999999883,0.2059529154542844,0
2015-02-26 11:10:00,2015-02-26 11:10:00,,198.0,,,85.00000000001933,0.08500113614959015,0
2015-02-26 11:20:00,2015-02-26 11:20:00,,197.8,,,-364.1999999999793,-0.3643615853540221,0
2015-02-26 11:30:00,2015-02-26 11:30:00,,198.2,,,430.5,0.4307124591422219,0
2015-02-27 15:20:00,2015-02-27 15:20:00,,202.5,,,0.0,0.0,0
2015-02-28 09:15:00,2015-02-28 09:15:00,,203.45785280327306,,,-999.9178613841865,-1.0,0
2015-02-28 09:25:00,2015-02-28 09:25:00,,202.9,,,429.5999999999756,0.42966085134389237,0
2015-02-28 09:35:00,2015-02-28 09:35:00,,203.25,,,-126.09999999999283,-0.12616668337179637,0
2015-02-28 09:45:00,2015-02-28 09:45:00,,202.9,,,123.79999999999296,0.12385482931156046,0
2015-02-28 09:55:00,2015-02-28 09:55:00,,203.0,,,-128.2999999999927,-0.12839823875709125,0
2015-03-04 14:55:00,2015-03-04 14:55:00,,209.5,,,1197.3000000000104,1.1981359845258697,0
2015-03-10 09:15:00,2015-03-10 09:15:00,,205.3,,,1069.0,1.069654726547718,0
2015-03-10 14:35:00,2015-03-10 14:35:00,,202.4,,,132.49999999999247,0.13252432206739465,0
2015-03-10 14:55:00,2015-03-10 14:55:00,,202.65,,,746.9000000000154,0.7472597570207775,0
2015-03-11 15:25:00,2015-03-11 15:25:00,,201.5,,,130.49999999999258,0.1305729495044933,0
2015-03-12 15:20:00,2015-03-12 15:20:00,,204.5,,,77.00000000001751,0.07704836120536088,0
2015-03-13 09:50:00,2015-03-13 09:50:00,,204.4,,,786.5,0.7869483307184354,0
2015-03-17 11:15:00,2015-03-17 11:15:00,,201.33941881222995,,,-999.5430590620783,-1.0,0
2015-03-17 11:25:00,2015-03-17 11:25:00,,201.7,,,0.0,0.0,0
2015-03-17 11:35:00,2015-03-17 11:35:00,,201.9,,,0.0,0.0,0
2015-03-17 11:45:00,2015-03-17 11:45:00,,201.85,,,82.15000000001868,0.0821526745047959,0
2015-03-17 11:55:00,2015-03-17 11:55:00,,201.85,,,0.0,0.0,0
2015-03-17 12:05:00,2015-03-17 12:05:00,,201.4,,,879.7499999999777,0.8801026605574095,0
2015-03-19 15:05:00,2015-03-19 15:05:00,,201.84458954624472,,,-999.4080303182283,-1.0,0
2015-03-19 15:20:00,2015-03-19 15:20:00,,201.8,,,-233.7999999999867,-0.23383672186651366,0
2015-03-20 09:15:00,2015-03-20 09:15:00,,202.3,,,626.0,0.6260168630162369,0
2015-03-23 14:15:00,2015-03-23 14:15:00,,198.1,,,-171.39999999999026,-0.17147209391919427,0
2015-03-23 14:25:00,2015-03-23 14:25:00,,198.55,,,654.8500000000425,0.6551533416326254,0
2015-03-24 11:40:00,2015-03-24 11:40:00,,200.4,,,634.8999999999896,0.6351290814403828,0
2015-03-24 11:50:00,2015-03-24 11:50:00,,200.4,,,452.75,0.45284131398411864,0
2015-03-24 13:00:00,2015-03-24 13:00:00,,200.8,,,-95.50000000002171,-0.09552559223405353,0
2015-03-24 13:10:00,2015-03-24 13:10:00,,200.7,,,289.35000000001094,0.289418589704363,0
2015-03-24 14:10:00,2015-03-24 14:10:00,,201.6,,,-331.1999999999812,-0.3312840313509176,0
2015-03-24 14:20:00,2015-03-24 14:20:00,,201.1,,,735.7500000000279,0.7357525892977101,0
2015-03-26 09:30:00,2015-03-26 09:30:00,,200.2,,,0.0,0.0,0
2015-03-26 09:40:00,2015-03-26 09:40:00,,200.1,,,-84.59999999997115,-0.08461764984136062,0
2015-03-26 12:30:00,2015-03-26 12:30:00,,198.1,,,94.04999999996792,0.09406105555656406,0
2015-03-26 15:05:00,2015-03-26 15:05:00,,194.9,,,-439.24999999999284,-0.43925862327507376,0
2015-03-27 10:50:00,2015-03-27 10:50:00,,194.11372094126867,,,1999.6260356741743,2.0,0
2015-03-27 11:25:00,2015-03-27 11:25:00,,193.07177534178885,,,1999.610641953534,2.000000000000036,0
2015-03-27 11:40:00,2015-03-27 11:40:00,,190.81276867734272,,,1999.911850053493,2.000000000000032,0
2015-03-27 11:50:00,2015-03-27 11:50:00,,192.2,,,983.3999999999949,0.9834168601884036,0
2015-03-27 12:10:00,2015-03-27 12:10:00,,191.0,,,-84.09999999999522,-0.08418740366938132,0
2015-03-27 12:20:00,2015-03-27 12:20:00,,190.3,,,-214.0,-0.21402742730157737,0
2015-03-27 12:30:00,2015-03-27 12:30:00,,190.0,,,0.0,0.0,0
2015-03-27 12:40:00,2015-03-27 12:40:00,,189.5,,,-472.0,-0.4721344278791054,0
2015-03-27 12:50:00,2015-03-27 12:50:00,,190.0,,,335.6499999999945,0.33574053268745635,0
2015-03-30 12:25:00,2015-03-30 12:25:00,,188.2186142769543,,,1999.913023597575,2.0,0
2015-03-30 12:35:00,2015-03-30 12:35:00,,188.9,,,553.6000000000079,0.5537312313834974,0
2015-04-01 09:45:00,2015-04-01 09:45:00,,193.7,,,546.2999999999862,0.5464417320406639,0
2015-04-01 10:45:00,2015-04-01 10:45:00,,193.05,,,364.75,0.3649718244878448,0
2015-04-01 11:05:00,2015-04-01 11:05:00,,192.4,,,-448.7999999999745,-0.44899461317874595,0
2015-04-01 11:15:00,2015-04-01 11:15:00,,192.3,,,-294.1999999999833,-0.2943629140337587,0
2015-04-01 11:30:00,2015-04-01 11:30:00,,192.3,,,-140.39999999999202,-0.14045395195476462,0
2015-04-01 11:40:00,2015-04-01 11:40:00,,192.7,,,591.1999999999664,0.5914787837997132,0
2015-04-01 14:30:00,2015-04-01 14:30:00,,196.82269871385913,,,1998.8916929720633,2.0,0
2015-04-06 13:00:00,2015-04-06 13:00:00,,194.4,,,442.60000000003777,0.4427925352465525,0
2015-04-08 14:55:00,2015-04-08 14:55:00,,204.45,,,0.0,0.0,0
2015-04-08 15:10:00,2015-04-08 15:10:00,,204.7,,,422.100000000016,0.42216870141764395,0
2015-04-08 15:20:00,2015-04-08 15:20:00,,204.0,,,762.3000000000158,0.7624076695164079,0
2015-04-10 09:45:00,2015-04-10 09:45:00,,212.8,,,153.79999999999126,0.15382323601375242,0
2015-04-10 13:40:00,2015-04-10 13:40:00,,212.2,,,400.20000000001517,0.4002814219810659,0
2015-04-10 13:50:00,2015-04-10 13:50:00,,212.4,,,67.99999999997681,0.06802679198285715,0
2015-04-10 14:10:00,2015-04-10 14:10:00,,213.45840246950442,,,-999.4549487076933,-1.0,0
2015-04-10 14:20:00,2015-04-10 14:20:00,,213.15,,,-67.7000000000154,-0.06771696258545738,0
2015-04-10 14:40:00,2015-04-10 14:40:00,,212.3,,,786.4999999999757,0.7865065387414855,0
2015-04-10 15:15:00,2015-04-10 15:15:00,,213.35,,,492.800000000007,0.49291484436936595,0
2015-04-10 15:25:00,2015-04-10 15:25:00,,213.4,,,0.0,0.0,0
2015-04-13 12:20:00,2015-04-13 12:20:00,,215.5,,,169.49999999999037,0.16956266165966932,0
2015-04-13 12:30:00,2015-04-13 12:30:00,,215.65,,,253.3500000000096,0.2534085848870814,0
2015-04-13 12:40:00,2015-04-13 12:40:00,,215.8,,,-173.00000000003934,-0.17308971667324416,0
2015-04-13 12:50:00,2015-04-13 12:50:00,,215.4,,,635.9499999999897,0.6361439528329926,0
2015-04-13 13:40:00,2015-04-13 13:40:00,,215.9,,,155.89999999999114,0.1559006864836066,0
2015-04-13 14:15:00,2015-04-13 14:15:00,,216.8,,,-396.90000000001504,-0.3970483368336872,0
2015-04-13 14:25:00,2015-04-13 14:25:00,,216.8,,,135.2999999999923,0.13536635049232923,0
2015-04-13 14:35:00,2015-04-13 14:35:00,,217.1,,,-283.79999999998387,-0.28396251717343834,0
2015-04-13 14:45:00,2015-04-13 14:45:00,,216.65,,,629.0999999999841,0.6291919634944876,0
2015-04-13 15:05:00,2015-04-13 15:05:00,,217.8,,,-393.6000000000149,-0.3936309066093415,0
2015-04-13 15:15:00,2015-04-13 15:15:00,,217.7,,,126.40000000002874,0.12641013260575185,0
2015-04-13 15:25:00,2015-04-13 15:25:00,,217.7,,,64.50000000001467,0.06454085148999912,0
2015-04-20 14:15:00,2015-04-20 14:15:00,,208.6,,,-422.550000000016,-0.4229141223066166,0
2015-04-20 14:40:00,2015-04-20 14:40:00,,208.2,,,-295.8000000000112,-0.2960552393798462,0
2015-04-20 14:50:00,2015-04-20 14:50:00,,208.0,,,186.5999999999894,0.1867762199477725,0
2015-04-21 15:10:00,2015-04-21 15:10:00,,206.55,,,49.100000000011164,0.04911391733647329,0
2015-04-22 13:50:00,2015-04-22 13:50:00,,204.75446413651406,,,-999.4850358292806,-1.0,0
2015-04-22 14:05:00,2015-04-22 14:05:00,,205.45,,,192.29999999997085,0.1923888348121397,0
2015-04-22 14:15:00,2015-04-22 14:15:00,,205.1,,,-381.9000000000145,-0.3820925858442779,0
2015-04-28 11:55:00,2015-04-28 11:55:00,,204.65,,,868.4000000000076,0.868837638157,0
2015-04-28 13:45:00,2015-04-28 13:45:00,,203.9,,,1377.199999999993,1.3779651520020988,0
2015-04-30 09:15:00,2015-04-30 09:15:00,,201.1,,,1205.1000000000076,1.2055669267604916,0
2015-05-05 09:25:00,2015-05-05 09:25:00,,210.55,,,759.0,0.7591062643126977,0
2015-05-05 10:35:00,2015-05-05 10:35:00,,212.3,,,-573.1000000000118,-0.5734624755756343,0
2015-05-05 10:45:00,2015-05-05 10:45:00,,212.5,,,-102.99999999999415,-0.10300307376904438,0
2015-05-05 11:00:00,2015-05-05 11:00:00,,212.0,,,522.8999999999868,0.5231436282892327,0
2015-05-05 11:10:00,2015-05-05 11:10:00,,211.9,,,226.7999999999871,0.22692254522131053,0
2015-05-13 11:10:00,2015-05-13 11:10:00,,203.2,,,91.4999999999948,0.09151829002940688,0
2015-05-18 15:10:00,2015-05-18 15:10:00,,210.65,,,285.3000000000108,0.28535988391152634,0
2015-05-25 13:25:00,2015-05-25 13:25:00,,210.9,,,0.0,0.0,0
2015-05-25 13:35:00,2015-05-25 13:35:00,,211.0,,,0.0,0.0,0
2015-05-25 13:45:00,2015-05-25 13:45:00,,211.0,,,89.90000000002044,0.08994009359269454,0
2015-05-25 13:55:00,2015-05-25 13:55:00,,210.8,,,-470.25,-0.47046883687428825,0
2015-05-26 15:15:00,2015-05-26 15:15:00,,208.55,,,-246.59999999996262,-0.24666471510667734,0
2015-05-26 15:25:00,2015-05-26 15:25:00,,209.4,,,1651.1000000000297,1.651498610319174,0
2015-05-28 15:05:00,2015-05-28 15:05:00,,207.0,,,0.0,0.0,0
2015-05-29 13:45:00,2015-05-29 13:45:00,,206.45,,,72.89999999997514,0.07294908410231059,0
2015-05-29 14:00:00,2015-05-29 14:00:00,,206.5,,,146.0999999999917,0.14610745453525043,0
2015-05-29 14:10:00,2015-05-29 14:10:00,,206.6,,,371.0,0.3711606818462121,0
2015-06-08 13:20:00,2015-06-08 13:20:00,,210.3,,,1063.200000000015,1.0632393831003732,0
2015-06-08 13:50:00,2015-06-08 13:50:00,,209.7,,,975.9999999999792,0.976152927691836,0
2015-06-11 13:55:00,2015-06-11 13:55:00,,207.7,,,-71.00000000001614,-0.07102811563672747,0
2015-06-11 14:05:00,2015-06-11 14:05:00,,207.4,,,205.9500000000078,0.20607432214848123,0
2015-06-11 14:25:00,2015-06-11 14:25:00,,206.9,,,-386.699999999978,-0.38678603047513305,0
2015-06-11 14:35:00,2015-06-11 14:35:00,,207.0,,,0.0,0.0,0
2015-06-16 13:25:00,2015-06-16 13:25:00,,211.35,,,945.3499999999847,0.945548622926897,0
2015-06-19 13:10:00,2015-06-19 13:10:00,,234.5,,,465.90000000001766,0.4661782282798571,0
2015-06-19 13:30:00,2015-06-19 13:30:00,,234.5,,,162.99999999999073,0.16307121835243787,0
2015-06-19 14:05:00,2015-06-19 14:05:00,,235.5,,,-304.7999999999827,-0.30494566237674836,0
2015-06-19 14:35:00,2015-06-19 14:35:00,,236.55,,,66.44999999997734,0.06649825624752245,0
2015-06-24 15:20:00,2015-06-24 15:20:00,,233.45,,,177.59999999997308,0.17770092073236016,0
2015-07-03 09:20:00,2015-07-03 09:20:00,,237.65,,,729.3000000000151,0.7294005049659011,0
2015-07-06 09:20:00,2015-07-06 09:20:00,,236.3,,,68.75000000001563,0.0687838965206037,0
2015-07-06 09:30:00,2015-07-06 09:30:00,,236.9,,,1029.6000000000147,1.0298950578558344,0
2015-07-07 14:20:00,2015-07-07 14:20:00,,236.85,,,-533.5,-0.5335724824061219,0
2015-07-07 14:30:00,2015-07-07 14:30:00,,236.3190905924683,,,-999.8106582583996,-1.0,0
2015-07-07 14:40:00,2015-07-07 14:40:00,,236.9,,,518.4000000000196,0.5186388488011923,0
2015-07-08 09:35:00,2015-07-08 09:35:00,,235.1,,,-282.75,-0.28275857518067543,0
2015-07-09 15:15:00,2015-07-09 15:15:00,,232.5,,,-417.0000000000158,-0.4170264951133167,0
2015-07-21 13:10:00,2015-07-21 13:10:00,,240.0,,,255.9000000000097,0.2560016349954369,0
2015-07-21 15:05:00,2015-07-21 15:05:00,,238.05,,,1271.5500000000138,1.2720460769523296,0
2015-07-24 15:05:00,2015-07-24 15:05:00,,242.1,,,48.34999999998351,0.04837832836985819,0
2015-07-27 09:25:00,2015-07-27 09:25:00,,241.1,,,679.7999999999965,0.6807164394076823,0
2015-07-27 15:20:00,2015-07-27 15:20:00,,237.3,,,410.0000000000058,0.41016053414780435,0
2015-07-28 09:15:00,2015-07-28 09:15:00,,238.66467874073095,,,1998.5613108050957,2.0000000000000284,0
2015-07-30 12:25:00,2015-07-30 12:25:00,,235.5,,,505.80000000001917,0.5058637549105344,0
2015-07-30 13:30:00,2015-07-30 13:30:00,,235.45,,,838.5,0.8387390810986045,0
2015-08-03 15:20:00,2015-08-03 15:20:00,,236.05,,,-833.849999999979,-0.8340424456684897,0
2015-08-05 15:25:00,2015-08-05 15:25:00,,233.45,,,1123.8499999999865,1.1239406004770987,0
2015-08-06 15:05:00,2015-08-06 15:05:00,,231.0,,,-640.1499999999896,-0.6404406668790715,0
2015-08-06 15:15:00,2015-08-06 15:15:00,,230.95,,,-271.0500000000103,-0.2711969910167127,0
2015-08-07 09:15:00,2015-08-07 09:15:00,,232.02495870964717,,,1999.0516270430035,2.0,0
2015-08-10 13:40:00,2015-08-10 13:40:00,,230.9,,,473.00000000004036,0.47319936855634004,0
2015-08-10 15:15:00,2015-08-10 15:15:00,,228.4,,,0.0,0.0,0
2015-08-10 15:25:00,2015-08-10 15:25:00,,228.1,,,-499.2000000000071,-0.4995702470771028,0
2015-08-11 09:25:00,2015-08-11 09:25:00,,229.1,,,897.599999999994,0.8980831329946073,0
2015-08-12 14:10:00,2015-08-12 14:10:00,,224.2,,,0.0,0.0,0
2015-08-12 14:40:00,2015-08-12 14:40:00,,223.9,,,306.6000000000116,0.30679075266214734,0
2015-08-12 14:55:00,2015-08-12 14:55:00,,223.55,,,-51.499999999982435,-0.051503051246184865,0
2015-08-12 15:05:00,2015-08-12 15:05:00,,222.55,,,-531.0,-0.5312575999172638,0
2015-08-12 15:15:00,2015-08-12 15:15:00,,222.4,,,-109.99999999999375,-0.11004648738632028,0
2015-08-12 15:25:00,2015-08-12 15:25:00,,222.4,,,-227.99999999998704,-0.22807742165224373,0
2015-08-13 15:05:00,2015-08-13 15:05:00,,219.65,,,-365.04999999999404,-0.3652010483245953,0
2015-08-13 15:15:00,2015-08-13 15:15:00,,220.4,,,531.5,0.5319132160232267,0
2015-08-19 11:20:00,2015-08-19 11:20:00,,226.5,,,-124.39999999999293,-0.12448805731604991,0
2015-08-20 14:45:00,2015-08-20 14:45:00,,217.2,,,-584.5,-0.5847132288938337,0
2015-08-20 14:55:00,2015-08-20 14:55:00,,217.4,,,487.35000000001844,0.48738629122793814,0
2015-08-20 15:05:00,2015-08-20 15:05:00,,215.94777349338662,,,-999.8378319440548,-1.0,0
2015-08-24 13:05:00,2015-08-24 13:05:00,,202.3087506877356,,,1996.9946066152454,2.0,0
2015-08-24 14:10:00,2015-08-24 14:10:00,,199.85868423917117,,,1999.2536586593128,2.0000000000000253,0
2015-08-24 15:10:00,2015-08-24 15:10:00,,196.67568202639893,,,1999.074180550299,2.0,0
2015-08-24 15:25:00,2015-08-24 15:25:00,,193.9,,,169.2000000000064,0.1694777574675862,0
2015-08-25 11:20:00,2015-08-25 11:20:00,,196.05,,,84.00000000000318,0.08409837235477756,0
2015-08-25 11:30:00,2015-08-25 11:30:00,,196.4,,,499.5000000000032,0.49977659277251796,0
2015-08-26 15:20:00,2015-08-26 15:20:00,,200.7,,,-128.25000000000486,-0.12832921532520986,0
2015-09-01 14:30:00,2015-09-01 14:30:00,,197.6,,,243.0000000000092,0.24308837261946298,0
2015-09-03 14:20:00,2015-09-03 14:20:00,,201.4,,,782.0000000000111,0.7821205661865079,0
2015-09-03 15:05:00,2015-09-03 15:05:00,,201.4,,,208.99999999998812,0.2090766301963805,0
2015-09-03 15:15:00,2015-09-03 15:15:00,,201.6,,,0.0,0.0,0
2015-09-03 15:25:00,2015-09-03 15:25:00,,201.7,,,-220.0999999999875,-0.22011693727272724,0
2015-09-04 10:55:00,2015-09-04 10:55:00,,195.2,,,0.0,0.0,0
2015-09-04 11:05:00,2015-09-04 11:05:00,,195.5,,,192.99999999998903,0.19308588090364537,0
2015-09-04 14:25:00,2015-09-04 14:25:00,,196.8,,,925.8000000000351,0.9261879785337491,0
2015-09-08 09:45:00,2015-09-08 09:45:00,,198.47431110031528,,,-999.6356305070362,-1.0,0
2015-09-08 09:55:00,2015-09-08 09:55:00,,197.7,,,464.0000000000066,0.4642251299894785,0
2015-09-08 11:35:00,2015-09-08 11:35:00,,195.6,,,244.19999999998612,0.24420173742743886,0
2015-09-09 14:15:00,2015-09-09 14:15:00,,205.4213711097613,,,1999.0816382263538,2.0000000000000373,0
2015-09-09 14:30:00,2015-09-09 14:30:00,,206.0,,,205.5999999999883,0.2056646602181421,0
2015-09-09 14:40:00,2015-09-09 14:40:00,,206.3,,,212.19999999998794,0.2122703051568504,0
2015-09-14 09:30:00,2015-09-14 09:30:00,,201.8,,,139.30000000003167,0.13936163558794984,0
2015-09-14 14:10:00,2015-09-14 14:10:00,,202.45,,,1063.700000000022,1.064056129666544,0
2015-09-14 15:00:00,2015-09-14 15:00:00,,203.97594283332418,,,-999.8367586507716,-1.0,0
2015-09-14 15:10:00,2015-09-14 15:10:00,,203.85,,,244.05000000000925,0.24411642298351785,0
2015-09-14 15:25:00,2015-09-14 15:25:00,,203.5,,,978.5999999999907,0.9787063456270857,0
2015-09-15 13:45:00,2015-09-15 13:45:00,,204.2,,,-243.74999999996305,-0.2437948258807515,0
2015-09-18 11:45:00,2015-09-18 11:45:00,,211.2,,,-620.0,-0.6204626898653248,0
2015-09-18 11:55:00,2015-09-18 11:55:00,,211.0,,,-125.39999999999287,-0.1254089479366184,0
2015-09-18 12:05:00,2015-09-18 12:05:00,,210.85,,,65.75000000001495,0.0657677846761587,0
2015-09-18 12:15:00,2015-09-18 12:15:00,,210.7,,,139.30000000003167,0.13937048625669637,0
2015-09-23 14:05:00,2015-09-23 14:05:00,,201.3,,,643.1999999999634,0.6434558854098444,0
2015-09-23 14:15:00,2015-09-23 14:15:00,,201.4,,,0.0,0.0,0
2015-09-23 14:30:00,2015-09-23 14:30:00,,201.6,,,71.90000000001635,0.07190235738807657,0
2015-09-24 09:50:00,2015-09-24 09:50:00,,197.6,,,60.19999999997947,0.0602104065226057,0
2015-09-24 10:15:00,2015-09-24 10:15:00,,197.5,,,201.30000000000763,0.2013798204549509,0
2015-09-24 13:10:00,2015-09-24 13:10:00,,197.8,,,-146.2999999999501,-0.14632994979940941,0
2015-09-28 11:25:00,2015-09-28 11:25:00,,196.0,,,189.09999999998925,0.18910149434194892,0
2015-09-28 13:40:00,2015-09-28 13:40:00,,197.9,,,171.29999999999026,0.17135885418950392,0
2015-09-28 13:50:00,2015-09-28 13:50:00,,198.15,,,-173.79999999999012,-0.1738768766269533,0
2015-09-28 14:00:00,2015-09-28 14:00:00,,198.0,,,505.50000000001916,0.505501139110505,0
2015-09-29 09:20:00,2015-09-29 09:20:00,,195.8,,,139.70000000003176,0.13976390714909032,0
2015-09-29 09:30:00,2015-09-29 09:30:00,,195.55,,,-713.5,-0.7139308331829861,0
2015-09-29 09:40:00,2015-09-29 09:40:00,,196.25,,,618.7499999999843,0.6189091279833053,0
2015-09-29 09:55:00,2015-09-29 09:55:00,,196.1,,,284.9999999999838,0.2851342545158174,0
2015-09-29 10:10:00,2015-09-29 10:10:00,,195.9,,,152.49999999999133,0.15253948874588846,0
2015-09-30 15:10:00,2015-09-30 15:10:00,,203.5005102837012,,,1998.8031709402424,2.0,0
2015-10-05 13:30:00,2015-10-05 13:30:00,,208.73217567193404,,,1999.709668057714,2.0,0
2015-10-05 13:45:00,2015-10-05 13:45:00,,208.9,,,0.0,0.0,0
2015-10-05 13:55:00,2015-10-05 13:55:00,,209.1,,,108.40000000002465,0.10840028571237485,0
2015-10-05 14:05:00,2015-10-05 14:05:00,,209.2,,,201.50000000004582,0.20159045807902887,0
2015-10-05 15:10:00,2015-10-05 15:10:00,,208.8,,,1444.0,1.4443274038888385,0
2015-10-06 09:15:00,2015-10-06 09:15:00,,210.83445315228022,,,-999.393316004984,-1.0,0
2015-10-06 11:15:00,2015-10-06 11:15:00,,210.8,,,204.449999999969,0.20454472650962072,0
2015-10-06 14:00:00,2015-10-06 14:00:00,,212.2,,,-459.2999999999739,-0.45955198719868223,0
2015-10-06 14:10:00,2015-10-06 14:10:00,,211.8,,,521.1499999999916,0.5211782167171579,0
2015-10-06 14:20:00,2015-10-06 14:20:00,,211.9,,,427.49999999997567,0.4276586088850236,0
2015-10-07 15:05:00,2015-10-07 15:05:00,,215.5,,,130.79999999999256,0.1308613609537824,0
2015-10-07 15:15:00,2015-10-07 15:15:00,,215.55,,,69.89999999997616,0.06991544788731689,0
2015-10-12 13:20:00,2015-10-12 13:20:00,,212.35,,,262.20000000000994,0.26223003962626684,0
2015-10-12 15:00:00,2015-10-12 15:00:00,,210.3,,,652.0,0.6523725068477734,0
2015-10-13 13:50:00,2015-10-13 13:50:00,,209.35,,,650.9999999999894,0.6511501980915724,0
2015-10-13 15:25:00,2015-10-13 15:25:00,,211.3,,,0.0,0.0,0
2015-10-19 14:05:00,2015-10-19 14:05:00,,226.82850641883797,,,-999.7054751489823,-1.0,0
2015-10-19 15:05:00,2015-10-19 15:05:00,,227.2,,,404.1000000000153,0.40424616655312656,0
2015-10-21 10:35:00,2015-10-21 10:35:00,,229.45,,,63.400000000014415,0.06344270931612175,0
2015-10-21 10:55:00,2015-10-21 10:55:00,,229.4,,,0.0,0.0,0
2015-10-21 15:25:00,2015-10-21 15:25:00,,225.2,,,152.9999999999913,0.15300915641132135,0
2015-11-05 09:30:00,2015-11-05 09:30:00,,222.7,,,0.0,0.0,0
2015-11-05 14:20:00,2015-11-05 14:20:00,,221.2,,,-241.80000000000916,-0.2418398752631105,0
2015-11-06 12:40:00,2015-11-06 12:40:00,,224.6,,,-71.59999999997558,-0.07163037833960845,0
2015-11-06 14:35:00,2015-11-06 14:35:00,,224.9,,,148.29999999999157,0.14836779842589504,0
2015-11-10 13:20:00,2015-11-10 13:20:00,,220.2,,,-163.6000000000372,-0.16369125675622773,0
2015-11-10 14:50:00,2015-11-10 14:50:00,,218.2,,,-352.50000000001336,-0.3527156637802696,0
2015-11-10 15:00:00,2015-11-10 15:00:00,,216.76432732536557,,,-999.9244496622771,-1.0,0
2015-11-10 15:10:00,2015-11-10 15:10:00,,218.15,,,883.1499999999941,0.8833337622132124,0
2015-11-13 09:25:00,2015-11-13 09:25:00,,216.4,,,0.0,0.0,0
2015-11-13 09:35:00,2015-11-13 09:35:00,,217.0,,,880.0000000000125,0.8803060880834943,0
2015-11-18 15:00:00,2015-11-18 15:00:00,,215.4,,,-351.75,-0.35186763633797213,0
2015-11-18 15:15:00,2015-11-18 15:15:00,,215.3,,,492.450000000032,0.4924986038556292,0
